2023-12-21 12:06:26,509 INFO    StreamThr :2552710 [internal.py:wandb_internal():89] W&B internal server running at pid: 2552710, started at: 2023-12-21 12:06:26.505798
2023-12-21 12:06:26,523 DEBUG   HandlerThread:2552710 [handler.py:handle_request():146] handle_request: status
2023-12-21 12:06:26,532 INFO    WriterThread:2552710 [datastore.py:open_for_write():85] open: /home/tiandy/code/RAG_LTL/wandb/run-20231221_120626-syyrm6mn/run-syyrm6mn.wandb
2023-12-21 12:06:26,534 DEBUG   SenderThread:2552710 [sender.py:send():382] send: header
2023-12-21 12:06:26,555 DEBUG   SenderThread:2552710 [sender.py:send():382] send: run
2023-12-21 12:06:27,255 INFO    SenderThread:2552710 [dir_watcher.py:__init__():211] watching files in: /home/tiandy/code/RAG_LTL/wandb/run-20231221_120626-syyrm6mn/files
2023-12-21 12:06:27,255 INFO    SenderThread:2552710 [sender.py:_start_run_threads():1139] run started: syyrm6mn with start time 1703131586.501968
2023-12-21 12:06:27,297 DEBUG   HandlerThread:2552710 [handler.py:handle_request():146] handle_request: check_version
2023-12-21 12:06:27,298 DEBUG   SenderThread:2552710 [sender.py:send_request():409] send_request: check_version
2023-12-21 12:06:27,407 DEBUG   HandlerThread:2552710 [handler.py:handle_request():146] handle_request: run_start
2023-12-21 12:06:27,424 DEBUG   HandlerThread:2552710 [system_info.py:__init__():32] System info init
2023-12-21 12:06:27,424 DEBUG   HandlerThread:2552710 [system_info.py:__init__():47] System info init done
2023-12-21 12:06:27,424 INFO    HandlerThread:2552710 [system_monitor.py:start():194] Starting system monitor
2023-12-21 12:06:27,426 INFO    HandlerThread:2552710 [system_monitor.py:probe():214] Collecting system info
2023-12-21 12:06:27,426 INFO    SystemMonitor:2552710 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-21 12:06:27,432 INFO    SystemMonitor:2552710 [interfaces.py:start():190] Started cpu monitoring
2023-12-21 12:06:27,436 INFO    SystemMonitor:2552710 [interfaces.py:start():190] Started disk monitoring
2023-12-21 12:06:27,440 INFO    SystemMonitor:2552710 [interfaces.py:start():190] Started gpu monitoring
2023-12-21 12:06:27,444 INFO    SystemMonitor:2552710 [interfaces.py:start():190] Started memory monitoring
2023-12-21 12:06:27,451 INFO    SystemMonitor:2552710 [interfaces.py:start():190] Started network monitoring
2023-12-21 12:06:27,493 DEBUG   HandlerThread:2552710 [system_info.py:probe():196] Probing system
2023-12-21 12:06:27,494 DEBUG   HandlerThread:2552710 [system_info.py:_probe_git():181] Probing git
2023-12-21 12:06:27,525 DEBUG   HandlerThread:2552710 [system_info.py:_probe_git():189] Probing git done
2023-12-21 12:06:27,525 DEBUG   HandlerThread:2552710 [system_info.py:probe():244] Probing system done
