2023-12-20 16:19:46,680 DEBUG   HandlerThread:2118629 [system_monitor.py:probe():223] {'os': 'Linux-6.2.0-34-generic-x86_64-with-debian-bookworm-sid', 'python': '3.7.16', 'heartbeatAt': '2023-12-20T08:19:46.633754', 'startedAt': '2023-12-20T08:19:45.649169', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/tiandy/code/RAG_LTL/evaluator.py', 'codePathLocal': 'evaluator.py', 'codePath': 'evaluator.py', 'git': {'remote': 'https://github.com/HRItdy/RAG_LTL.git', 'commit': '7db4bf2eebb93b3f465259901749be655b0af435'}, 'email': 'bittdy@gmail.com', 'root': '/home/tiandy/code/RAG_LTL', 'host': 'IHP-SPD-5000018', 'username': 'tiandy', 'executable': '/home/tiandy/anaconda3/envs/LTLgen/bin/python', 'cpu_count': 18, 'cpu_count_logical': 36, 'cpu_freq': {'current': 1686.706361111111, 'min': 1200.0, 'max': 4633.333333333333}, 'cpu_freq_per_core': [{'current': 1200.602, 'min': 1200.0, 'max': 4700.0}, {'current': 1200.039, 'min': 1200.0, 'max': 4800.0}, {'current': 1200.034, 'min': 1200.0, 'max': 4600.0}, {'current': 1199.861, 'min': 1200.0, 'max': 4600.0}, {'current': 1800.0, 'min': 1200.0, 'max': 4600.0}, {'current': 1199.815, 'min': 1200.0, 'max': 4600.0}, {'current': 1200.05, 'min': 1200.0, 'max': 4600.0}, {'current': 1200.236, 'min': 1200.0, 'max': 4600.0}, {'current': 1200.072, 'min': 1200.0, 'max': 4600.0}, {'current': 1200.523, 'min': 1200.0, 'max': 4600.0}, {'current': 1200.607, 'min': 1200.0, 'max': 4600.0}, {'current': 3000.0, 'min': 1200.0, 'max': 4800.0}, {'current': 1200.031, 'min': 1200.0, 'max': 4600.0}, {'current': 1200.349, 'min': 1200.0, 'max': 4600.0}, {'current': 3000.0, 'min': 1200.0, 'max': 4600.0}, {'current': 1200.268, 'min': 1200.0, 'max': 4600.0}, {'current': 1200.197, 'min': 1200.0, 'max': 4600.0}, {'current': 1400.009, 'min': 1200.0, 'max': 4700.0}, {'current': 1200.035, 'min': 1200.0, 'max': 4700.0}, {'current': 3000.0, 'min': 1200.0, 'max': 4800.0}, {'current': 3000.0, 'min': 1200.0, 'max': 4600.0}, {'current': 1199.981, 'min': 1200.0, 'max': 4600.0}, {'current': 3000.0, 'min': 1200.0, 'max': 4600.0}, {'current': 1200.042, 'min': 1200.0, 'max': 4600.0}, {'current': 3000.0, 'min': 1200.0, 'max': 4600.0}, {'current': 3000.0, 'min': 1200.0, 'max': 4600.0}, {'current': 1199.999, 'min': 1200.0, 'max': 4600.0}, {'current': 1200.122, 'min': 1200.0, 'max': 4600.0}, {'current': 3000.0, 'min': 1200.0, 'max': 4600.0}, {'current': 3000.0, 'min': 1200.0, 'max': 4800.0}, {'current': 3000.0, 'min': 1200.0, 'max': 4600.0}, {'current': 3000.0, 'min': 1200.0, 'max': 4600.0}, {'current': 1200.007, 'min': 1200.0, 'max': 4600.0}, {'current': 1200.456, 'min': 1200.0, 'max': 4600.0}, {'current': 3000.0, 'min': 1200.0, 'max': 4600.0}, {'current': 1200.264, 'min': 1200.0, 'max': 4700.0}], 'disk': {'/': {'total': 1876.217758178711, 'used': 125.24927520751953}}, 'gpu': 'NVIDIA GeForce RTX 3090', 'gpu_count': 2, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25769803776}, {'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25769803776}], 'memory': {'total': 125.4691276550293}}
2023-12-20 16:19:46,680 INFO    HandlerThread:2118629 [system_monitor.py:probe():224] Finished collecting system info
2023-12-20 16:19:46,680 INFO    HandlerThread:2118629 [system_monitor.py:probe():227] Publishing system info
2023-12-20 16:19:46,681 DEBUG   HandlerThread:2118629 [system_info.py:_save_pip():53] Saving list of pip packages installed into the current environment
2023-12-20 16:19:46,683 DEBUG   HandlerThread:2118629 [system_info.py:_save_pip():68] Saving pip packages done
2023-12-20 16:19:46,684 DEBUG   HandlerThread:2118629 [system_info.py:_save_conda():76] Saving list of conda packages installed into the current environment
2023-12-20 16:19:47,447 INFO    Thread-17 :2118629 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tiandy/code/RAG_LTL/wandb/run-20231220_161945-sh6nlww9/files/requirements.txt
2023-12-20 16:19:47,448 INFO    Thread-17 :2118629 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tiandy/code/RAG_LTL/wandb/run-20231220_161945-sh6nlww9/files/conda-environment.yaml
2023-12-20 16:19:49,890 DEBUG   HandlerThread:2118629 [system_info.py:_save_conda():87] Saving conda packages done
2023-12-20 16:19:49,901 INFO    HandlerThread:2118629 [system_monitor.py:probe():229] Finished publishing system info
2023-12-20 16:19:49,908 DEBUG   SenderThread:2118629 [sender.py:send():382] send: files
2023-12-20 16:19:49,909 INFO    SenderThread:2118629 [sender.py:_save_file():1392] saving file wandb-metadata.json with policy now
2023-12-20 16:19:49,933 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: stop_status
2023-12-20 16:19:49,936 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: internal_messages
2023-12-20 16:19:49,936 DEBUG   SenderThread:2118629 [sender.py:send_request():409] send_request: stop_status
2023-12-20 16:19:50,209 DEBUG   SenderThread:2118629 [sender.py:send():382] send: telemetry
2023-12-20 16:19:50,450 INFO    Thread-17 :2118629 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/tiandy/code/RAG_LTL/wandb/run-20231220_161945-sh6nlww9/files/conda-environment.yaml
2023-12-20 16:19:50,451 INFO    Thread-17 :2118629 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tiandy/code/RAG_LTL/wandb/run-20231220_161945-sh6nlww9/files/wandb-metadata.json
2023-12-20 16:19:50,851 INFO    wandb-upload_0:2118629 [upload_job.py:push():131] Uploaded file /tmp/tmpucae_wruwandb/ljchpigy-wandb-metadata.json
2023-12-20 16:19:51,211 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:19:56,212 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:19:59,456 INFO    Thread-17 :2118629 [dir_watcher.py:_on_file_created():271] file/dir created: /home/tiandy/code/RAG_LTL/wandb/run-20231220_161945-sh6nlww9/files/output.log
2023-12-20 16:20:01,458 INFO    Thread-17 :2118629 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/tiandy/code/RAG_LTL/wandb/run-20231220_161945-sh6nlww9/files/output.log
2023-12-20 16:20:01,839 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:20:04,923 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: stop_status
2023-12-20 16:20:04,925 DEBUG   SenderThread:2118629 [sender.py:send_request():409] send_request: stop_status
2023-12-20 16:20:04,941 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: internal_messages
2023-12-20 16:20:07,235 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:20:12,237 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:20:17,244 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:20:18,473 INFO    Thread-17 :2118629 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/tiandy/code/RAG_LTL/wandb/run-20231220_161945-sh6nlww9/files/config.yaml
2023-12-20 16:20:19,923 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: stop_status
2023-12-20 16:20:19,924 DEBUG   SenderThread:2118629 [sender.py:send_request():409] send_request: stop_status
2023-12-20 16:20:19,967 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: internal_messages
2023-12-20 16:20:23,292 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:20:28,293 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:20:33,295 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:20:34,924 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: stop_status
2023-12-20 16:20:34,926 DEBUG   SenderThread:2118629 [sender.py:send_request():409] send_request: stop_status
2023-12-20 16:20:34,967 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: internal_messages
2023-12-20 16:20:39,216 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:20:44,217 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:20:46,593 DEBUG   SystemMonitor:2118629 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2023-12-20 16:20:46,600 DEBUG   SenderThread:2118629 [sender.py:send():382] send: stats
2023-12-20 16:20:49,603 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:20:49,925 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: stop_status
2023-12-20 16:20:49,926 DEBUG   SenderThread:2118629 [sender.py:send_request():409] send_request: stop_status
2023-12-20 16:20:49,967 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: internal_messages
2023-12-20 16:20:55,229 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:21:00,231 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:21:04,925 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: stop_status
2023-12-20 16:21:04,927 DEBUG   SenderThread:2118629 [sender.py:send_request():409] send_request: stop_status
2023-12-20 16:21:04,967 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: internal_messages
2023-12-20 16:21:06,207 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:21:11,209 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:21:16,210 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:21:16,604 DEBUG   SenderThread:2118629 [sender.py:send():382] send: stats
2023-12-20 16:21:19,926 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: stop_status
2023-12-20 16:21:19,927 DEBUG   SenderThread:2118629 [sender.py:send_request():409] send_request: stop_status
2023-12-20 16:21:19,967 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: internal_messages
2023-12-20 16:21:21,279 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:21:26,280 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:21:31,281 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:21:34,926 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: stop_status
2023-12-20 16:21:34,927 DEBUG   SenderThread:2118629 [sender.py:send_request():409] send_request: stop_status
2023-12-20 16:21:34,967 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: internal_messages
2023-12-20 16:21:37,207 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:21:42,208 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:21:46,609 DEBUG   SenderThread:2118629 [sender.py:send():382] send: stats
2023-12-20 16:21:47,611 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:21:49,926 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: stop_status
2023-12-20 16:21:49,927 DEBUG   SenderThread:2118629 [sender.py:send_request():409] send_request: stop_status
2023-12-20 16:21:49,967 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: internal_messages
2023-12-20 16:21:53,211 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:21:58,213 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:22:03,214 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:22:04,926 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: stop_status
2023-12-20 16:22:04,927 DEBUG   SenderThread:2118629 [sender.py:send_request():409] send_request: stop_status
2023-12-20 16:22:04,971 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: internal_messages
2023-12-20 16:22:08,229 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:22:13,231 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:22:16,614 DEBUG   SenderThread:2118629 [sender.py:send():382] send: stats
2023-12-20 16:22:18,617 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:22:19,927 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: stop_status
2023-12-20 16:22:19,928 DEBUG   SenderThread:2118629 [sender.py:send_request():409] send_request: stop_status
2023-12-20 16:22:19,967 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: internal_messages
2023-12-20 16:22:24,219 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:22:29,221 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:22:34,223 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:22:34,927 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: stop_status
2023-12-20 16:22:34,928 DEBUG   SenderThread:2118629 [sender.py:send_request():409] send_request: stop_status
2023-12-20 16:22:34,968 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: internal_messages
2023-12-20 16:22:39,225 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:22:44,227 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:22:46,618 DEBUG   SenderThread:2118629 [sender.py:send():382] send: stats
2023-12-20 16:22:49,621 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:22:49,927 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: stop_status
2023-12-20 16:22:49,928 DEBUG   SenderThread:2118629 [sender.py:send_request():409] send_request: stop_status
2023-12-20 16:22:49,971 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: internal_messages
2023-12-20 16:22:55,182 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
2023-12-20 16:23:00,184 DEBUG   HandlerThread:2118629 [handler.py:handle_request():146] handle_request: status_report
