2023-12-20 16:16:38,843 INFO    StreamThr :2116392 [internal.py:wandb_internal():89] W&B internal server running at pid: 2116392, started at: 2023-12-20 16:16:38.840141
2023-12-20 16:16:38,857 DEBUG   HandlerThread:2116392 [handler.py:handle_request():146] handle_request: status
2023-12-20 16:16:38,868 INFO    WriterThread:2116392 [datastore.py:open_for_write():85] open: /home/tiandy/code/RAG_LTL/wandb/run-20231220_161638-cgsctro5/run-cgsctro5.wandb
2023-12-20 16:16:38,872 DEBUG   SenderThread:2116392 [sender.py:send():382] send: header
2023-12-20 16:16:38,880 DEBUG   SenderThread:2116392 [sender.py:send():382] send: run
2023-12-20 16:16:39,539 INFO    SenderThread:2116392 [dir_watcher.py:__init__():211] watching files in: /home/tiandy/code/RAG_LTL/wandb/run-20231220_161638-cgsctro5/files
2023-12-20 16:16:39,540 INFO    SenderThread:2116392 [sender.py:_start_run_threads():1139] run started: cgsctro5 with start time 1703060198.835776
2023-12-20 16:16:39,563 DEBUG   HandlerThread:2116392 [handler.py:handle_request():146] handle_request: check_version
2023-12-20 16:16:39,564 DEBUG   SenderThread:2116392 [sender.py:send_request():409] send_request: check_version
2023-12-20 16:16:39,667 DEBUG   HandlerThread:2116392 [handler.py:handle_request():146] handle_request: run_start
2023-12-20 16:16:39,683 DEBUG   HandlerThread:2116392 [system_info.py:__init__():32] System info init
2023-12-20 16:16:39,683 DEBUG   HandlerThread:2116392 [system_info.py:__init__():47] System info init done
2023-12-20 16:16:39,683 INFO    HandlerThread:2116392 [system_monitor.py:start():194] Starting system monitor
2023-12-20 16:16:39,685 INFO    HandlerThread:2116392 [system_monitor.py:probe():214] Collecting system info
2023-12-20 16:16:39,685 INFO    SystemMonitor:2116392 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-20 16:16:39,688 INFO    SystemMonitor:2116392 [interfaces.py:start():190] Started cpu monitoring
2023-12-20 16:16:39,695 INFO    SystemMonitor:2116392 [interfaces.py:start():190] Started disk monitoring
2023-12-20 16:16:39,697 INFO    SystemMonitor:2116392 [interfaces.py:start():190] Started gpu monitoring
2023-12-20 16:16:39,704 INFO    SystemMonitor:2116392 [interfaces.py:start():190] Started memory monitoring
2023-12-20 16:16:39,707 INFO    SystemMonitor:2116392 [interfaces.py:start():190] Started network monitoring
2023-12-20 16:16:39,751 DEBUG   HandlerThread:2116392 [system_info.py:probe():196] Probing system
2023-12-20 16:16:39,752 DEBUG   HandlerThread:2116392 [system_info.py:_probe_git():181] Probing git
2023-12-20 16:16:39,789 DEBUG   HandlerThread:2116392 [system_info.py:_probe_git():189] Probing git done
2023-12-20 16:16:39,789 DEBUG   HandlerThread:2116392 [system_info.py:probe():244] Probing system done
