2023-12-20 16:23:17,855 INFO    StreamThr :2119308 [internal.py:wandb_internal():89] W&B internal server running at pid: 2119308, started at: 2023-12-20 16:23:17.852224
2023-12-20 16:23:17,875 DEBUG   HandlerThread:2119308 [handler.py:handle_request():146] handle_request: status
2023-12-20 16:23:17,879 INFO    WriterThread:2119308 [datastore.py:open_for_write():85] open: /home/tiandy/code/RAG_LTL/wandb/run-20231220_162317-hy1xw12k/run-hy1xw12k.wandb
2023-12-20 16:23:17,882 DEBUG   SenderThread:2119308 [sender.py:send():382] send: header
2023-12-20 16:23:17,904 DEBUG   SenderThread:2119308 [sender.py:send():382] send: run
2023-12-20 16:23:18,581 INFO    SenderThread:2119308 [dir_watcher.py:__init__():211] watching files in: /home/tiandy/code/RAG_LTL/wandb/run-20231220_162317-hy1xw12k/files
2023-12-20 16:23:18,582 INFO    SenderThread:2119308 [sender.py:_start_run_threads():1139] run started: hy1xw12k with start time 1703060597.848817
2023-12-20 16:23:18,606 DEBUG   HandlerThread:2119308 [handler.py:handle_request():146] handle_request: check_version
2023-12-20 16:23:18,607 DEBUG   SenderThread:2119308 [sender.py:send_request():409] send_request: check_version
2023-12-20 16:23:18,684 DEBUG   HandlerThread:2119308 [handler.py:handle_request():146] handle_request: run_start
2023-12-20 16:23:18,700 DEBUG   HandlerThread:2119308 [system_info.py:__init__():32] System info init
2023-12-20 16:23:18,700 DEBUG   HandlerThread:2119308 [system_info.py:__init__():47] System info init done
2023-12-20 16:23:18,700 INFO    HandlerThread:2119308 [system_monitor.py:start():194] Starting system monitor
2023-12-20 16:23:18,702 INFO    SystemMonitor:2119308 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-20 16:23:18,703 INFO    HandlerThread:2119308 [system_monitor.py:probe():214] Collecting system info
2023-12-20 16:23:18,704 INFO    SystemMonitor:2119308 [interfaces.py:start():190] Started cpu monitoring
2023-12-20 16:23:18,707 INFO    SystemMonitor:2119308 [interfaces.py:start():190] Started disk monitoring
2023-12-20 16:23:18,711 INFO    SystemMonitor:2119308 [interfaces.py:start():190] Started gpu monitoring
2023-12-20 16:23:18,721 INFO    SystemMonitor:2119308 [interfaces.py:start():190] Started memory monitoring
2023-12-20 16:23:18,724 INFO    SystemMonitor:2119308 [interfaces.py:start():190] Started network monitoring
2023-12-20 16:23:18,770 DEBUG   HandlerThread:2119308 [system_info.py:probe():196] Probing system
2023-12-20 16:23:18,771 DEBUG   HandlerThread:2119308 [system_info.py:_probe_git():181] Probing git
2023-12-20 16:23:18,808 DEBUG   HandlerThread:2119308 [system_info.py:_probe_git():189] Probing git done
2023-12-20 16:23:18,808 DEBUG   HandlerThread:2119308 [system_info.py:probe():244] Probing system done
